homenames,home_previous,previous,racsid,service,suburbs,states,post_code,hrefdata
Southern Cross Care Lavington Residential Aged Care 1005,Southern Cross Care (NSW & ACT) Limited,Southern Cross Apartments Lavington,1005,Residential,Lavington,New South Wales,2641,/services/southern-cross-care-lavington-residential-aged-care-1005
Southern Cross Care Marian Nursing Home 2422,Southern Cross Care (NSW & ACT) Limited,Marian Nursing Home,2422,Residential,North Parramatta,New South Wales,2151,/services/southern-cross-care-marian-nursing-home-2422
Southern Cross Care Marsfield Residential Aged Care 0603,Southern Cross Care (NSW & ACT) Limited,Southern Cross Apartments Marsfield,0603,Residential,Marsfield,New South Wales,2122,/services/southern-cross-care-marsfield-residential-aged-care-0603
Southern Cross Care Mawsons Court Residential Aged Care 0963,Southern Cross Care (NSW & ACT) Limited,Southern Cross Apartments - Caves Beach,0963,Residential,Caves Beach,New South Wales,2281,/services/southern-cross-care-mawsons-court-residential-aged-care-0963
Southern Cross Care Moama Residential Aged Care 0565,Southern Cross Care (NSW & ACT) Limited,Southern Cross Apartments Moama,0565,Residential,Moama,New South Wales,2731,/services/southern-cross-care-moama-residential-aged-care-0565
Southern Cross Care Murgon - Castra 5026,Southern Cross Care (Qld) Ltd,Southern Cross Care - Castra,5026,Residential,Murgon,Queensland,4605,/services/southern-cross-care-murgon-castra-5026
Southern Cross Care Nagle Residential Aged Care 0473,Southern Cross Care (NSW & ACT) Limited,Southern Cross Nagle Apartments,0473,Residential,Sutherland,New South Wales,2232,/services/southern-cross-care-nagle-residential-aged-care-0473
Southern Cross Care Nanango - Karinya 5147,Southern Cross Care (Qld) Ltd,Karinya Hostel,5147,Residential,Nanango,Queensland,4615,/services/southern-cross-care-nanango-karinya-5147
Southern Cross Care Nordby Residential Aged Care 0298 (Closed),Southern Cross Care (NSW & ACT) Limited,Southern Cross Nordby Apartments,0298,Residential,West Pennant Hills,New South Wales,2125,/services/southern-cross-care-nordby-residential-aged-care-0298-closed
Southern Cross Care North Turramurra Residential Aged Care 0173,Southern Cross Care (NSW & ACT) Limited,Southern Cross Apartments North Turramurra,0173,Residential,North Turramurra,New South Wales,2074,/services/southern-cross-care-north-turramurra-residential-aged-care-0173
Southern Cross Care Orana Residential Aged Care 0054,Southern Cross Care (NSW & ACT) Limited,Southern Cross Orana Apartments,0054,Residential,Deniliquin,New South Wales,2710,/services/southern-cross-care-orana-residential-aged-care-0054
Southern Cross Care Ozanam Residential Aged Care 2901,Southern Cross Care (NSW & ACT) Limited,Southern Cross Ozanam Apartments,2901,Residential,Garran,Australian Capital Territory,2605,/services/southern-cross-care-ozanam-residential-aged-care-2901
Southern Cross Care Parkes Residential Aged Care 0267,Southern Cross Care (NSW & ACT) Limited,Southern Cross Apartments Parkes,0267,Residential,Parkes,New South Wales,2870,/services/southern-cross-care-parkes-residential-aged-care-0267
Southern Cross Care Raceview - St Mary's 5225,Southern Cross Care (Qld) Ltd,St Mary's Hostel,5225,Residential,Raceview,Queensland,4305,/services/southern-cross-care-raceview-st-marys-5225
Southern Cross Care Reynolds Court Residential Aged Care 0016,Southern Cross Care (NSW & ACT) Limited,Southern Cross Reynolds Court Apartments,0016,Residential,Bateau Bay,New South Wales,2261,/services/southern-cross-care-reynolds-court-residential-aged-care-0016
Southern Cross Care South Coogee Residential Aged Care 0447,Southern Cross Care (NSW & ACT) Limited,Southern Cross Apartments South Coogee,0447,Residential,South Coogee,New South Wales,2034,/services/southern-cross-care-south-coogee-residential-aged-care-0447
Southern Cross Care St Catherine's Residential Aged Care 0078,Southern Cross Care (NSW & ACT) Limited,Southern Cross St Catherines Villa,0078,Residential,Grafton,New South Wales,2460,/services/southern-cross-care-st-catherines-residential-aged-care-0078
Southern Cross Care St Francis Residential Aged Care 0382,Southern Cross Care (NSW & ACT) Limited,Southern Cross St Francis Apartments,0382,Residential,Plumpton,New South Wales,2761,/services/southern-cross-care-st-francis-residential-aged-care-0382
Southern Cross Care St Joseph's Residential Aged Care 0427,Southern Cross Care (NSW & ACT) Limited,Southern Cross St Joseph's Apartments,0427,Residential,Tweed Heads South,New South Wales,2486,/services/southern-cross-care-st-josephs-residential-aged-care-0427
Southern Cross Care St Lawrence Residential Aged Care 0068,Southern Cross Care (NSW & ACT) Limited,Southern Cross St Lawrence HomeSouthern Cross St Lawrence Apartments Harden,0068,Residential,Harden,New South Wales,2587,/services/southern-cross-care-st-lawrence-residential-aged-care-0068
Southern Cross Care St Martha's Residential Aged Care 0446,Southern Cross Care (NSW & ACT) Limited,Southern Cross St Martha's Apartments,0446,Residential,Banora Point,New South Wales,2486,/services/southern-cross-care-st-marthas-residential-aged-care-0446
Southern Cross Care St Michael's Residential Aged Care 0038,Southern Cross Care (NSW & ACT) Limited,Southern Cross St Michael's Apartments,0038,Residential,Casino,New South Wales,2470,/services/southern-cross-care-st-michaels-residential-aged-care-0038
Southern Cross Care Taroom - Leichhardt Villa 5040,Southern Cross Care (Qld) Ltd,Leichhardt Villa Inc HostelLeichhardt Villa Hostel,5040,Residential,Taroom,Queensland,4420,/services/southern-cross-care-taroom-leichhardt-villa-5040
Southern Cross Care Tenison Goulburn Residential Aged Care 0705,Southern Cross Care (NSW & ACT) Limited,Southern Cross Tenison Apartments - Goulburn,0705,Residential,Goulburn,New South Wales,2580,/services/southern-cross-care-tenison-goulburn-residential-aged-care-0705
Southern Cross Care Tenison Swansea Residential Aged Care 0556,Southern Cross Care (NSW & ACT) Limited,Southern Cross Tenison Apartments - Swansea,0556,Residential,Swansea,New South Wales,2281,/services/southern-cross-care-tenison-swansea-residential-aged-care-0556
Southern Cross Care Thornton Park 0495,Southern Cross Care (NSW & ACT) Limited,Southern Cross Care Young Residential CareSouthern Cross Young Retirement Village,0495,Residential,Penrith,New South Wales,2750,/services/southern-cross-care-thornton-park-0495
Southern Cross Care Young Residential Aged Care 0198,Southern Cross Care (NSW & ACT) Limited,Southhaven Nursing Home,0198,Residential,Young,New South Wales,2594,/services/southern-cross-care-young-residential-aged-care-0198
Southport Lodge 5295,Planlow Pty Ltd,Southport Lodge Hostel,5295,Residential,Southport,Queensland,4215,/services/southport-lodge-5295
Springhaven Frail Aged Hostel 7080,Shire of Kojonup,Springhaven Frailed Aged LodgeSpringhaven Lodge,7080,Residential,Kojonup,Western Australia,6395,/services/springhaven-frail-aged-hostel-7080
Spurway Community 4407,City of Glen Eira,St Agnes Hostel,4407,Residential,Murrumbeena,Victoria,3163,/services/spurway-community-4407
St Agnes Site 0217,St Agnes' Care & Lifestyle,St Andrews HostelSt Andrews,0217,Residential,Port Macquarie,New South Wales,2444,/services/st-agnes-site-0217
St Andrew's Hostel 3963,The Community of Cypriots of the Northern Suburbs of Melbourne Inc,St Andrews Lutheran Aged Care (Hostel)St Andrews Lutheran Aged Care Hostel,3963,Residential,Ardeer,Victoria,3022,/services/st-andrews-hostel-3963
St Andrew's Village Ballina 2709,St Andrew's Village Ballina Limited,St Andrew's Village Theodora's PlaceSt Andrew's Village HostelSt Andrew's Village,2709,Residential,Ballina,New South Wales,2478,/services/st-andrews-village-ballina-2709
St Andrews 5270,Lutheran Church of Australia - Queensland District,St Ann's Homes Inc. Davey Street,5270,Residential,Tallebudgera,Queensland,4228,/services/st-andrews-5270
St Andrews Village Hostel  2913,Presbyterian Church (ACT) Property Trust,St Annes Nursing Home,2913,Residential,Hughes,Australian Capital Territory,2605,/services/st-andrews-village-hostel-2913
St Ann's Homes Davey Street 8062,Respect Group Limited,The Aegean Village NoarlungaSt Basil's Hostel Noarlunga,8062,Residential,Hobart,Tasmania,7000,/services/st-anns-homes-davey-street-8062
St Anna's Residential Care Facility 6144,Croatian Ukrainian and Belarusian Aged Care Association of SA Incorporated,Sister Dorothea Village,6144,Residential,Brompton,South Australia,5007,/services/st-annas-residential-care-facility-6144
St Anne's Nursing Home 2413,Southern Cross Care (Broken Hill) Ltd,Croydon Park Aged Care Facility,2413,Residential,Broken Hill,New South Wales,2880,/services/st-annes-nursing-home-2413
St Basil's Aegean Village 6151,St Basil's Homes for the Aged in South Australia (Vasileias) Inc,St Peters Aged Care Facility,6151,Residential,Christie Downs,South Australia,5164,/services/st-basils-aegean-village-6151
St Basil's Annandale 0004,St Basil's Homes,St. Basil's Homes for the Aged in Victoria,0004,Residential,Annandale,New South Wales,2038,/services/st-basils-annandale-0004
St Basil's at Croydon Park 6140,St Basil's Homes for the Aged in South Australia (Vasileias) Inc,Castellorizian Nursing Home,6140,Residential,Croydon Park,South Australia,5008,/services/st-basils-croydon-park-6140
St Basil's at St Peters 6767,St Basil's Homes for the Aged in South Australia (Vasileias) Inc,Majestic Health Aged Care Pty LtdMajestic Health Care Pty Ltd,6767,Residential,Goodwood,South Australia,5034,/services/st-basils-st-peters-6767
St Basil's Homes for the Aged in Victoria 3150,St Basil's Homes for the Aged in Victoria,Lourantos Village,3150,Residential,Fawkner,Victoria,3060,/services/st-basils-homes-aged-victoria-3150
St Basil's Kensington 2285,St Basil's HomesSt Basil's Homes,Hellenic Village,2285,Residential,Kensington,New South Wales,2033,/services/st-basils-kensington-2285
St Basil's Nursing Home 2761,St Basil's Homes,St Basil's Nursing HomeSt Basils Nursing Home,2761,Residential,Lakemba,New South Wales,2195,/services/st-basils-nursing-home-2761
St Basil's Randwick 1058,St Basil's Homes,Bethany Nursing Home,1058,Residential,Randwick,New South Wales,2031,/services/st-basils-randwick-1058
St Catherine's Aged Care Services 1470,St Catherine's Aged Care Services,St Dominics HostelSt Dominic's Hostel,1470,Residential,Eastwood,New South Wales,2122,/services/st-catherines-aged-care-services-1470
St Catherine's Hostel Wangaratta Inc 3063,St Catherine's Hostel Wangaratta Inc,St Elizabeth Home LimitedSt Elizabeth Home Aged Care FacilitySt Elizabeth Home Hostel,3063,Residential,Wangaratta,Victoria,3677,/services/st-catherines-hostel-wangaratta-inc-3063
St Charbel's Care Centre 0978,St Charbel's Care Centre Ltd,St George's Home,0978,Residential,Punchbowl,New South Wales,2196,/services/st-charbels-care-centre-0978
St David's Village 0547,Anglican Community Services,St Hedwig Nursing Home,0547,Residential,Forestville,New South Wales,2087,/services/st-davids-village-0547
St Dominic's Home for the Elderly 0227,The Congregation of the Dominican Sisters of Malta in New South Wales,St Josephs Aged Care Facility for Religious,0227,Residential,Blacktown,New South Wales,2148,/services/st-dominics-home-elderly-0227
St Josephs Nursing Home 1494,The Trustees of the Roman Catholic Church for the Diocese of Lismore,St Joseph's Nursing Home,1494,Residential,Lismore,New South Wales,2480,/services/st-josephs-nursing-home-1494
St Leigh Private Nursing Home 4127 (Closed),Autumn Care Pty Ltd,St Leigh Private Nursing Home,4127,Residential,Sandringham,Victoria,3191,/services/st-leigh-private-nursing-home-4127-closed
St Louis Nursing Home 6817,St Louis Nursing Home Pty Ltd,St Luke's Aged Care Facility,6817,Residential,Parkside,South Australia,5063,/services/st-louis-nursing-home-6817
St Luke's Green 5794,Greengate Care Pty Ltd,St Lukes Nursing Home (Dapto),5794,Residential,Woolloongabba,Queensland,4102,/services/st-lukes-green-5794
St Luke's Nursing Home 7794,Fresh Fields Aged Care Pty Ltd,St Luke's Nursing Home,7794,Residential,Subiaco,Western Australia,6008,/services/st-lukes-nursing-home-7794
St Luke's Village 2669,Anglican Community Services,Amarina Coolum Beach,2669,Residential,Dapto,New South Wales,2530,/services/st-lukes-village-2669
St Lukes Nursing Home 2713,St Luke's Care,St Mary's Villa Nursing Home & Hostel,2713,Residential,Elizabeth Bay,New South Wales,2011,/services/st-lukes-nursing-home-2713
St Mary's Aged Care 5881,Tilburg Proprietary Limited,St Nicholas Nursing Home,5881,Residential,Pelican Waters,Queensland,4551,/services/st-marys-aged-care-5881
St Mary's Coolum Beach 5500,Tilburg Proprietary Limited,St Pauls Lutheran Hostel,5500,Residential,Coolum Beach,Queensland,4573,/services/st-marys-coolum-beach-5500
St Marys Villa Residential Aged Care 0533,Trustees of Catholic Aged Care Sydney,St. Paul's Lutheran HostelSt Paul's Lutheran Hostel,0533,Residential,Concord,New South Wales,2137,/services/st-marys-villa-residential-aged-care-0533
St Simeon Village 0374,Serbian Orthodox Diocese Aged Care and Education Property Fund,UCWPA - St Teresa,0374,Residential,Plumpton,New South Wales,2761,/services/st-simeon-village-0374
St Teresa Nursing Home  6832,UnitingSA,St Vincent's Care Services ArundelJabiru Aged CareMasonic Care Queensland Jabiru Aged CareMasonic Care Queensland Arundel Hostel,6832,Residential,West Croydon,South Australia,5008,/services/st-teresa-nursing-home-6832
St Vincent's Aged Care 7797,Catholic Homes Incorporated,St Joseph's Village,7797,Residential,Guildford,Western Australia,6055,/services/st-vincents-aged-care-7797
St Vincent's Care Services Arundel 5187,St Vincent's Care Services Ltd,St Vincent's Care Services BardonSt Pauls VillaSt Paul's Villa Hostel,5187,Residential,Arundel,Queensland,4214,/services/st-vincents-care-services-arundel-5187
St Vincent's Care Services Auburn 0532,St Vincent's Care Services Ltd,Albert Court Aged Care,0532,Residential,Auburn,New South Wales,2144,/services/st-vincents-care-services-auburn-0532
St Vincent's Care Services Bardon 5095,St Vincent's Care Services Ltd,Eltham Lodge Nursing HomeEltham Lodge,5095,Residential,Rainworth,Queensland,4065,/services/st-vincents-care-services-bardon-5095
St Vincent's Care Services Bronte 1033,St Vincent's Care Services Ltd,Willandra Hostel,1033,Residential,Bronte,New South Wales,2024,/services/st-vincents-care-services-bronte-1033
St Vincent's Care Services Edgecliff 0275,St Vincent's Care Services Ltd,St Patrick's VillaSt Patrick's Villa Hostel,0275,Residential,Edgecliff,New South Wales,2027,/services/st-vincents-care-services-edgecliff-0275
St Vincent's Care Services Eltham - Eltham Lodge 3412,St Vincent's Care Services Ltd,St Joan Of Arc Hostel,3412,Residential,Eltham,Victoria,3095,/services/st-vincents-care-services-eltham-eltham-lodge-3412
St Vincent's Care Services Eltham - Willandra Lodge 3304,St Vincent's Care Services Ltd,Mary MacKillop Aged Care,3304,Residential,Eltham,Victoria,3095,/services/st-vincents-care-services-eltham-willandra-lodge-3304
St Vincent's Care Services Gympie 5260,St Vincent's Care Services Ltd,John Paul Village Residential Aged Care FacilityJohn Paul Village,5260,Residential,Gympie,Queensland,4570,/services/st-vincents-care-services-gympie-5260
St Vincent's Care Services Haberfield 0302,St Vincent's Care Services Ltd,St Vincent's Care Services Kangaroo Point - Lilian CooperSt Vincent's Care Services Kangaroo Point ' Lilian CooperLilian Cooper Nursing Home,0302,Residential,Haberfield,New South Wales,2045,/services/st-vincents-care-services-haberfield-0302
St Vincent's Care Services Hawthorn 3610,St Vincent's Care Services Ltd,St Vincent's Care Services Kangaroo Point - MarycrestMarycrest Hostel,3610,Residential,Hawthorn East,Victoria,3123,/services/st-vincents-care-services-hawthorn-3610
St Vincent's Care Services Heathcote 2739,St Vincent's Care Services Ltd,Villa La Salle Retirement VillageVilla La Salle Retirement Village Hostel,2739,Residential,Heathcote,New South Wales,2233,/services/st-vincents-care-services-heathcote-2739
St Vincent's Care Services Kangaroo Point - Lilian Cooper  5971,St Vincent's Care Services Ltd,St Vincent's Care Services Toowoomba - HostelLourdes Home Hostel,5971,Residential,Kangaroo Point,Queensland,4169,/services/st-vincents-care-services-kangaroo-point-lilian-cooper-5971
St Vincent's Care Services Kangaroo Point - Marycrest 5078,St Vincent's Care Services Ltd,St Vincent's Care Services Toowoomba ' Nursing HomeLourdes Home for the Aged,5078,Residential,Kangaroo Point,Queensland,4169,/services/st-vincents-care-services-kangaroo-point-marycrest-5078
St Vincent’s Care Services Yennora 0397,St Vincent's Care Services Ltd,Rosary Village Hostel,0397,Residential,Yennora,New South Wales,2161,/services/st-vincents-care-services-yennora-0397
St. Brigid's Green Maroubra 1017,Greengate Care Pty Ltd,St. Brigid's Green,1017,Residential,Maroubra,New South Wales,2035,/services/st-brigids-green-maroubra-1017
Star of the Sea Home for the Aged 6028,The Catholic Diocese of Port Pirie Inc,Strathearn Village HCF,6028,Residential,Wallaroo,South Australia,5556,/services/star-sea-home-aged-6028
Star of the Sea Home for the Aged 6968,The Catholic Diocese of Port Pirie Inc,Strathearn Village LCF,6968,Residential,Wallaroo,South Australia,5556,/services/star-sea-home-aged-6968
Stella Maris Aged Care Facility 0241,Stella Maris Aged Care Facility,Canley Gardens,0241,Residential,Cronulla,New South Wales,2230,/services/stella-maris-aged-care-facility-0241
Strathalbyn & District Aged Care Facility 6181,Barossa Hills Fleurieu Local Health Network Incorporated,Elizabeth House Aged Care,6181,Residential,Strathalbyn,South Australia,5255,/services/strathalbyn-district-aged-care-facility-6181
Strathearn House 1028,HammondCare,Elizabeth Gardens Aged CareElizabeth Gardens,1028,Residential,Scone,New South Wales,2337,/services/strathearn-house-1028
Strathearn Village High Care Facility 2649,HammondCare,Jamison Gardens,2649,Residential,Scone,New South Wales,2337,/services/strathearn-village-high-care-facility-2649
Strathearn Village Low Care Facility 0429,HammondCare,Frenchmans Lodge,0429,Residential,Scone,New South Wales,2337,/services/strathearn-village-low-care-facility-0429
Stretton Park Hostel 3095,Stretton Park Incorporated,Nyora Gardens,3095,Residential,Maffra,Victoria,3860,/services/stretton-park-hostel-3095
Stroud Community Lodge 0283,Stroud Community Lodge Inc,St Marys Gardens,0283,Residential,Stroud,New South Wales,2425,/services/stroud-community-lodge-0283
SummitCare Baulkham Hills 1062,SummitCare Baulkham Hills (NSW) Pty LTD,Sugarloaf Gardens,1062,Residential,Baulkham Hills,New South Wales,2153,/services/summitcare-baulkham-hills-1062
SummitCare Waverley 2487,Phillip House Nursing Home Pty Ltd,Phillip House Aged Care,2487,Residential,Waverley,New South Wales,2024,/services/summitcare-waverley-2487
Sumner House 3307 (Closed),Brotherhood of St Laurence,Lions Club of Sunbury Elderly Peoples Homes IncLions Club of Sunbury Elderly People's Homes Inc,3307,Residential,Fitzroy,Victoria,3065,/services/sumner-house-3307-closed
Sunbury Lions Community Aged Care 3187 (Closed),Sunbury Community Health Centre,Sunnymeade Nursing Home,3187,Residential,Sunbury,Victoria,3429,/services/sunbury-lions-community-aged-care-3187-closed
Sunhaven Hostel 0346,Ashford Ageing Care Facility Inc,Sunnyside House Inc,0346,Residential,Ashford,New South Wales,2361,/services/sunhaven-hostel-0346
Sunlight Residential Aged Care 3706,TLC Whittlesea Pty Ltd,Tabeel Hostel,3706,Residential,Whittlesea,Victoria,3757,/services/sunlight-residential-aged-care-3706
Sunnymeade Park Aged Care Community 5208,Jomal Pty Ltd,Tabeel Lutheran Home,5208,Residential,Caboolture,Queensland,4510,/services/sunnymeade-park-aged-care-community-5208
Sunnyside House 3015,Sunnyside House Inc,Tabulam ,3015,Residential,Camperdown,Victoria,3260,/services/sunnyside-house-3015
Tallwoods Corner Aged Care Service 0904,I & E Klein Investments Pty Ltd,Tallwoods Corner Aged Care Facility,0904,Residential,Wahroonga,New South Wales,2076,/services/tallwoods-corner-aged-care-service-0904
Tandara Lodge 8818,Tandara Lodge Community Care Inc,Tandara Lodge Community Care Inc,8818,Residential,Sheffield,Tasmania,7306,/services/tandara-lodge-8818
Tandara Lodge Hostel 8028,Tandara Lodge Community Care Inc,Neerim District Soldiers Memorial Hospital-Nursing Home,8028,Residential,Sheffield,Tasmania,7306,/services/tandara-lodge-hostel-8028
Tannoch Brae Senior Living 3174,Allity Pty Ltd,Terrace Gardens Nursing Home,3174,Residential,St Albans Park,Victoria,3219,/services/tannoch-brae-senior-living-3174
Tanunda Lutheran Home 6098,Tanunda Lutheran Home Inc,The Second Avenue Nursing Home,6098,Residential,Tanunda,South Australia,5352,/services/tanunda-lutheran-home-6098
Tarago Views Aged Care 4352,Neerim District Soldiers' Memorial Hospital Inc,Embracia on AshleyEden on Ashley,4352,Residential,Neerum South,Victoria,3831,/services/tarago-views-aged-care-4352
The Cairns Aged Care Plus Centre at Chapel Hill  5989,The Salvation Army (Queensland) Property Trust,Cairns Aged Care CentreWarrina Village,5989,Residential,Chapel Hill,Queensland,4069,/services/cairns-aged-care-plus-centre-chapel-hill-5989
The Carlyle On Cross 6809,Fairlux Pty Ltd,Valley View Nursing Home,6809,Residential,Myrtle Bank,South Australia,5064,/services/carlyle-cross-6809
The Churchill Retreat 6507,Hahndorf Holdings Pty Ltd,The Elms Hostel-Gisborne,6507,Residential,Kilburn,South Australia,5084,/services/churchill-retreat-6507
The Claridge Residential Care 6967,Fairlux Pty Ltd,The Glen Residential Aged Care Centre,6967,Residential,Valley View,South Australia,5093,/services/claridge-residential-care-6967
The Donald Coburn Centre 0506,Anglican Community Services,Greek Community Home for the AgedGreek Community Hostel for the AgedGreek Orthodox Community Home for the Aged (Elliniko Spiti),0506,Residential,Castle Hill,New South Wales,2154,/services/donald-coburn-centre-0506
The Elms Hostel-Gisborne 3253 (Merged),Gisborne & District Community Health and Hospital Board Inc,House of Saint HilarionSaint Hilarion - Findon Nursing Home,3253,Residential,Gisborne,Victoria,3437,/services/elms-hostel-gisborne-3253-merged
The Gardens 8793,Menarock Aged Care Services (Victoria) Pty Ltd,The Laura Johnson Home (Low Care Wing),8793,Residential,Claremont,Tasmania,7011,/services/gardens-8793
The Glen Residential Care Service 0855,The Churches of Christ Property Trust,The Laura Johnson Home (High Care Wing),0855,Residential,Batemans Bay,New South Wales,2536,/services/glen-residential-care-service-0855
The Lexington on Parade 6008,Fairlux Pty Ltd,The Kensington Residential Care Facility,6008,Residential,Beulah Park,South Australia,5067,/services/lexington-parade-6008
The Little Sisters of the Poor Mount St Joseph's Home 2238,Little Sisters of the Poor Aged Care Ltd,Mount St Joseph's Home,2238,Residential,Randwick,New South Wales,2031,/services/little-sisters-poor-mount-st-josephs-home-2238
The Manor Fairfield East 2536,Villawood Aged Care Pty Ltd,Villawood Nursing Home,2536,Residential,Fairfield East,New South Wales,2165,/services/manor-fairfield-east-2536
The Manor Nursing Home 8784,OneCare Limited,Premier - Pacific Paradise,8784,Residential,Kings Meadows,Tasmania,7249,/services/manor-nursing-home-8784
The Maronite Sisters of the Holy Family Village 2082,The Trustees of the Maronite Sisters of The Holy Family,The Oaks Nursing Home,2082,Residential,Marrickville,New South Wales,2204,/services/maronite-sisters-holy-family-village-2082
The Menzies @ Pacific Paradise 5365,Gerontic Services Pty Ltd,The Ormsby,5365,Residential,Pacific Paradise,Queensland,4564,/services/menzies-pacific-paradise-5365
The Oaks Aged Care Facility 6001,Goel Nominees Pty Ltd,Queen Victoria Home,6001,Residential,Yahl,South Australia,5291,/services/oaks-aged-care-facility-6001
The Oaks Nursing Home-Gisborne 4401,Anglican Aged Care Services Group,The Ritz Nursing Home,4401,Residential,Gisborne,Victoria,3437,/services/oaks-nursing-home-gisborne-4401
The Terraces Assisted Aged Care 5640,McKenzie Aged Care Group Pty Ltd,Benetas Dowell Court,5640,Residential,Varsity Lakes,Queensland,4227,/services/terraces-assisted-aged-care-5640
The Views at Heidelberg 3127,Anglican Aged Care Services Group,The Village ' by Scalabrini,3127,Residential,Ivanhoe,Victoria,3084,/services/views-heidelberg-3127
The Village by Scalabrini 1064,Scalabrini Village Ltd,Waterford Assisted Aged Care,1064,Residential,Drummoyne,New South Wales,2047,/services/village-scalabrini-1064
The Waterford at Hervey Bay 5892,Waterford Aged Care Pty Ltd,Lake Macquarie Retirement Village,5892,Residential,Urraween,Queensland,4655,/services/waterford-hervey-bay-5892
The Whiddon Group - Belmont 0219,The Frank Whiddon Masonic Homes of New South Wales,The Cedars Nursing Home,0219,Residential,Belmont,New South Wales,2280,/services/whiddon-group-belmont-0219
The Whiddon Group - Casino 2722,The Frank Whiddon Masonic Homes of New South Wales,Arthur Webb Court,2722,Residential,Casino,New South Wales,2470,/services/whiddon-group-casino-2722
The Whiddon Group - Glenfield - Arthur Webb 0242,The Frank Whiddon Masonic Homes of New South Wales,Easton Park Hostel,0242,Residential,Glenfield,New South Wales,2167,/services/whiddon-group-glenfield-arthur-webb-0242
The Whiddon Group - Glenfield - Easton Park 0243,The Frank Whiddon Masonic Homes of New South Wales,Frank Whiddon Masonic Nursing Home,0243,Residential,Glenfield,New South Wales,2167,/services/whiddon-group-glenfield-easton-park-0243
The Whiddon Group - Glenfield 2135,The Frank Whiddon Masonic Homes of New South Wales,Clarence Nursing Home,2135,Residential,Glenfield,New South Wales,2167,/services/whiddon-group-glenfield-2135
The Whiddon Group - Grafton 2686,The Frank Whiddon Masonic Homes of New South Wales,Masonic Towers,2686,Residential,Grafton,New South Wales,2460,/services/whiddon-group-grafton-2686
The Whiddon Group - Hornsby 0085,The Frank Whiddon Masonic Homes of New South Wales,Ilumba Gardens,0085,Residential,Hornsby,New South Wales,2077,/services/whiddon-group-hornsby-0085
The Whiddon Group - Kelso 0269,The Frank Whiddon Masonic Homes of New South Wales,Kookaburra Court,0269,Residential,Kelso,New South Wales,2795,/services/whiddon-group-kelso-0269
The Whiddon Group - Kookaburra Court 0361,The Frank Whiddon Masonic Homes of New South Wales,Kyogle Court,0361,Residential,Walgett,New South Wales,2832,/services/whiddon-group-kookaburra-court-0361
The Whiddon Group - Kyogle 0097,The Frank Whiddon Masonic Homes of New South Wales,Largs Lodge,0097,Residential,Kyogle,New South Wales,2474,/services/whiddon-group-kyogle-0097
The Whiddon Group - Largs 0335,The Frank Whiddon Masonic Homes of New South Wales,Laurieton Haven Home for the Aged,0335,Residential,Largs,New South Wales,2320,/services/whiddon-group-largs-0335
The Whiddon Group - Laurieton 0282,The Frank Whiddon Masonic Homes of New South Wales,Lower Clarence Retirement Village,0282,Residential,Laurieton,New South Wales,2443,/services/whiddon-group-laurieton-0282
The Whiddon Group - Maclean 0106,The Frank Whiddon Masonic Homes of New South Wales,Jessie Hunt Nursing Home,0106,Residential,Maclean,New South Wales,2463,/services/whiddon-group-maclean-0106
The Whiddon Group - Narrabri - Jessie Hunt 2678,The Frank Whiddon Masonic Homes of New South Wales,Namoi Valley Aged Care Hostel,2678,Residential,Narrabri,New South Wales,2390,/services/whiddon-group-narrabri-jessie-hunt-2678
The Whiddon Group - Narrabri - Robert Young 0218,The Frank Whiddon Masonic Homes of New South Wales,Redhead Gardens Hostel,0218,Residential,Narrabri,New South Wales,2390,/services/whiddon-group-narrabri-robert-young-0218
The Whiddon Group - River Gum Lodge 0364,The Frank Whiddon Masonic Homes of New South Wales,River Gum Lodge Hostel,0364,Residential,Bourke,New South Wales,2840,/services/whiddon-group-river-gum-lodge-0364
The Whiddon Group - Temora 2795,The Frank Whiddon Masonic Homes of New South Wales,Narraburra Lodge Nursing Home,2795,Residential,Temora,New South Wales,2666,/services/whiddon-group-temora-2795
The Whiddon Group - Weeronga 0296,The Frank Whiddon Masonic Homes of New South Wales,Weeronga,0296,Residential,Wee Waa,New South Wales,2388,/services/whiddon-group-weeronga-0296
The Whiddon Group - Wingham - Primrose 0186,The Frank Whiddon Masonic Homes of New South Wales,Wingham Court,0186,Residential,Wingham,New South Wales,2429,/services/whiddon-group-wingham-primrose-0186
The Whiddon Group - Wingham 2632 (Closed),The Frank Whiddon Masonic Homes of New South Wales,The Whiddon Group - WinghamWingham Court Nursing Home,2632,Residential,Wingham,New South Wales,2429,/services/whiddon-group-wingham-2632-closed
The Whiddon Group Temora - Greenstone 0166,The Synod of the Anglican Church of Australia in the Diocese of Willochra Incorporated,The Whiddon Group - GreenstoneGreenstone Lodge,0166,Residential,Temora,New South Wales,2666,/services/whiddon-group-temora-greenstone-0166
The Willochra Home 6097,The Willows Private Nursing Home Pty Ltd,Willows Nursing Home,6097,Residential,Crystal Brook,South Australia,5523,/services/willochra-home-6097
The Willows Private Nursing Home Pty Ltd 2402,United Protestant Association of NSW Limited,Thomas and Rosetta Aged Care Facility,2402,Residential,Ashfield,New South Wales,2131,/services/willows-private-nursing-home-pty-ltd-2402
Thomas and Rosetta Agst Aged Care Facility 0557,RSL LifeCare Limited,Linton Home,0557,Residential,Wahroonga,New South Wales,2076,/services/thomas-and-rosetta-agst-aged-care-facility-0557
